"IDRSSD","CERT","CB","CHARTER_TYPE","SDI_BK_CLASS_DESC","SDI_REGAGNT_DESC","INST_NAME","INST_STATE","OCC_ID","OTS_ID","TOTAL_BNK_EQUITY_CAPITAL","TOTAL_ASSETS","TOTAL_ASSETS_RCON2170","OTHR_INTANGIBLES","GOODWILL","NET_DEF_TAX_ASST","TIER1LEVERAGE","STATE_DESC","ADJ_TOTAL_BNK_EQ_CAP","ADJ_TOTAL_ASSETS","SIMPLE_LEVERAGE_RATIO"
729459,12193,1,"State-Chartered","NM","FDIC","PINE ISLAND BANK","MN",0,0,9608,83718,86733,0,1216,0,0.0972,"Minnesota",8392,82502,0.1017187462122130372597027950837555453201
945950,8842,1,"State-Chartered","SM","FED","GRAND MARAIS STATE BANK","MN",0,0,6066,86158,86498,0,0,0,0.0719,"Minnesota",6066,86158,0.0704055340188955175375472968267601383505
907257,10161,1,"National Charter","N","OCC","LANDMARK COMMUNITY BANK, NATIONAL ASSOCIATION","MN",23193,0,9151,84887,85677,0,0,0,0.1066,"Minnesota",9151,84887,0.1078021369585448890878461955305288206675
986551,5180,1,"National Charter","N","OCC","FIRST NATIONAL BANK OF LE CENTER, THE","MN",6921,0,10813,89727,85574,0,0,0,0.1202,"Minnesota",10813,89727,0.1205099914184136324629152874831433124923
854753,1903,1,"State-Chartered","NM","FDIC","SAINT CLAIR STATE BANK (INCORPORATED)","MN",0,0,10431,83431,85334,0,0,0,0.125,"Minnesota",10431,83431,0.1250254701489853891239467344272512615215
371755,5113,1,"National Charter","N","OCC","FIRST NATIONAL BANK OF CHISHOLM, THE","MN",7647,0,7404,82054,84808,0,40,0,0.0806,"Minnesota",7364,82014,0.0897895481259297193162143048747774770161
1005655,15820,1,"State-Chartered","NM","FDIC","RED RIVER STATE BANK","MN",0,0,7818,57505,84411,487,309,0,0.1283,"Minnesota",7022,56709,0.1238251423936235870849424253645805780388
2514837,34443,1,"State-Chartered","NM","FDIC","PROVINCIAL BANK","MN",0,0,9463,83944,84105,1082,0,0,0.1121,"Minnesota",8381,82862,0.101144070864811373126402935000362047742
392255,5087,1,"National Charter","N","OCC","FIRST NATIONAL BANK","MN",6813,0,6594,84504,83552,0,164,0,0.0737,"Minnesota",6430,84340,0.0762390324875503912734171211761916054067
311658,5117,1,"National Charter","N","OCC","FIRST NATIONAL BANK OF COLERAINE, THE","MN",8322,0,6285,80613,82559,0,0,0,0.0763,"Minnesota",6285,80613,0.0779650924788805775743366454542071378066
378558,5130,1,"National Charter","N","OCC","PIONEER NATIONAL BANK OF DULUTH, THE","MN",13078,0,8811,80089,79796,0,26,0,0.1086,"Minnesota",8785,80063,0.1097260907035709378864144486217104030576
808354,8827,1,"State-Chartered","NM","FDIC","STATE BANK OF WHEATON","MN",0,0,16438,79352,79457,0,0,0,0.2065,"Minnesota",16438,79352,0.2071529388043149511039419296300030244984
788652,8863,1,"State-Chartered","NM","FDIC","WOODLAND BANK","MN",0,0,10381,79418,79388,0,0,457,0.1306,"Minnesota",9924,78961,0.1256822988563974620382214004381910056864
3374234,58106,1,"State-Chartered","NM","FDIC","RIVERLAND BANK","MN",0,0,9758,80445,79150,0,0,0,0.1213,"Minnesota",9758,80445,0.1213002672633476288147181303996519361054
715751,19103,1,"National Charter","N","OCC","FIRST NATIONAL BANK OF THE LAKES","MN",15309,0,6345,78346,78913,0,0,0,0.081,"Minnesota",6345,78346,0.080986904245270977458964082403696423557
334657,1599,1,"State-Chartered","NM","FDIC","FARMERS AND MERCHANTS STATE BANK OF BLOOMING PRAIRIE","MN",0,0,7034,79081,78463,0,0,0,0.0889,"Minnesota",7034,79081,0.0889467760903377549601041969626079589282
986159,9330,1,"State-Chartered","NM","FDIC","FIRST STATE BANK OF LE CENTER","MN",0,0,7985,78238,78404,0,0,0,0.1006,"Minnesota",7985,78238,0.1020603798665610061606891791712467087604
333052,5090,1,"National Charter","N","OCC","FIRST NATIONAL BANK OF BATTLE LAKE, THE","MN",8756,0,10292,77517,77316,0,0,0,0.124,"Minnesota",10292,77517,0.1327708760658952229833455887095733839029
875655,1933,1,"State-Chartered","NM","FDIC","CITIZENS STATE BANK NORWOOD YOUNG AMERICA","MN",0,0,11266,78224,77273,0,3166,103,0.1079,"Minnesota",7997,74955,0.1066906810753118537789340270829164165166
388753,10571,1,"State-Chartered","NM","FDIC","FARMERS AND MERCHANTS STATE BANK OF ALPHA","MN",0,0,3901,37859,77107,0,0,29,0.1031,"Minnesota",3872,37830,0.1023526301876817340734866508062384351044
732459,8202,1,"State-Chartered","NM","FDIC","UNITY BANK NORTH","MN",0,0,7263,77123,76856,0,0,0,0.0944,"Minnesota",7263,77123,0.0941742411472582757413482359348054406597
818559,8191,1,"State-Chartered","NM","FDIC","FIRST STATE BANK OF RED WING, THE","MN",0,0,6747,75335,76636,0,450,0,0.0863,"Minnesota",6297,74885,0.084088936369099285571209187420711758029
208459,9336,0,"National Charter","N","OCC","STEARNS BANK OF UPSALA, NATIONAL ASSOCIATION","MN",23458,0,9812,75807,76433,0,0,409,0.1293,"Minnesota",9403,75398,0.124711530809835804663253667206026685058
88950,10176,1,"State-Chartered","NM","FDIC","FINANCIAL SECURITY BANK","MN",0,0,6926,75593,76422,57,0,0,0.0911,"Minnesota",6869,75536,0.0909367718703664477864859140012709171786
3195064,57596,1,"State-Chartered","NM","FDIC","FIRST ADVANTAGE BANK","MN",0,0,8319,77407,75741,915,47,0,0.1043,"Minnesota",7357,76445,0.0962391261691412126365360716855255412388
258874,29426,1,"National Charter","SA","OCC","WORTHINGTON FEDERAL SAVINGS BANK, F.S.B.","MN",703435,3435,10438,75342,74814,0,0,0,0.1385,"Minnesota",10438,75342,0.1385415837116083990337394812986116641448
168357,10568,1,"National Charter","SA","OCC","COMMUNITY DEVELOPMENT BANK FSB","MN",717428,17428,8346,73793,72882,52,463,439,0.1069,"Minnesota",7392,72839,0.1014840950589656639986820247394939524156
211851,18378,1,"State-Chartered","NM","FDIC","SECURITY STATE BANK OF WANAMINGO, INCORPORATED","MN",0,0,7347,66071,72571,0,0,0,0.1103,"Minnesota",7347,66071,0.1111985591257889240362640190098530368846
88259,10960,1,"State-Chartered","NM","FDIC","JANESVILLE STATE BANK","MN",0,0,8512,69675,71677,0,0,0,0.123,"Minnesota",8512,69675,0.1221672048797990670972371725870111230714
3314043,58039,1,"State-Chartered","NM","FDIC","FIRST RESOURCE BANK","MN",0,0,23696,72112,71109,45,362,0,0.3254,"Minnesota",23289,71705,0.324789066313367268670246147409525137717
760957,9769,1,"State-Chartered","NM","FDIC","FIRST STATE BANK OF ROSEMOUNT, THE","MN",0,0,4690,69017,70860,0,0,423,0.065,"Minnesota",4267,68594,0.0622066069918651777123363559494999562644
343958,8833,1,"State-Chartered","NM","FDIC","CURRIE STATE BANK","MN",0,0,5962,69349,70467,0,0,0,0.0859,"Minnesota",5962,69349,0.0859709584853422543944397179483482097795
309851,1098,1,"State-Chartered","SM","FED","ROOT RIVER STATE BANK","MN",0,0,7728,68063,69025,0,0,60,0.1119,"Minnesota",7668,68003,0.1127597311883299266208843727482611061277
364850,10991,1,"State-Chartered","NM","FDIC","FIRST STATE BANK OF BIGFORK","MN",0,0,7347,69645,68844,0,0,155,0.1052,"Minnesota",7192,69490,0.1034969060296445531731184343070945459778
213958,9337,1,"State-Chartered","NM","FDIC","CITIZENS STATE BANK OF WAVERLY (INCORPORATED)","MN",0,0,8978,68774,68531,303,2702,0,0.0925,"Minnesota",5973,65769,0.09081786251881585549422980431510286001
890078,29049,1,"National Charter","SA","OCC","LAKE CITY FEDERAL BANK","MN",702828,2828,7527,67824,68028,0,0,623,0.1116,"Minnesota",6904,67201,0.1027365664201425574024196068510885254684
339353,5107,1,"State-Chartered","NM","FDIC","FIRST SECURITY BANK - CANBY","MN",0,0,10084,67798,68006,0,1531,0,0.1166,"Minnesota",8553,66267,0.1290687672597220335913803250486667572095
338851,10987,1,"State-Chartered","NM","FDIC","CAMBRIDGE STATE BANK","MN",0,0,8938,67298,67413,0,0,0,0.1328,"Minnesota",8938,67298,0.1328122678237094713067253113019703408719
60554,10162,1,"State-Chartered","NM","FDIC","FIRST STATE BANK MINNESOTA","MN",0,0,6330,64715,66873,0,0,0,0.0971,"Minnesota",6330,64715,0.0978134899173298307965695742872595225218
91651,10201,1,"State-Chartered","NM","FDIC","SECURITY STATE BANK OF LEWISTON","MN",0,0,5391,65422,66401,0,0,0,0.0824,"Minnesota",5391,65422,0.0824034728378832808535355079331111858396
374354,10196,1,"National Charter","N","OCC","CROOKSTON NATIONAL BANK","MN",14531,0,5627,61342,65484,0,0,0,0.0918,"Minnesota",5627,61342,0.0917316031430341364807146816210752828405
3253834,57785,1,"State-Chartered","NM","FDIC","LAKEVIEW BANK","MN",0,0,6657,64357,65001,0,0,657,0.0939,"Minnesota",6000,63700,0.0941915227629513343799058084772370486656
803256,1906,1,"State-Chartered","NM","FDIC","TRIUMPH STATE BANK","MN",0,0,5987,64761,64219,0,162,0,0.0896,"Minnesota",5825,64599,0.0901716744841251412560565953033328689299
416973,31443,1,"National Charter","SA","OCC","BRAINERD SAVINGS & LOAN FEDERAL ASSOCIATION","MN",706979,6979,5430,63940,64021,0,0,472,0.0858,"Minnesota",4958,63468,0.0781181067624629734669439717652990483393
721752,9340,1,"State-Chartered","NM","FDIC","FARMERS & MERCHANTS STATE BANK OF NEW YORK MILLS, INCORPORATED","MN",0,0,8608,63425,63723,0,0,0,0.1364,"Minnesota",8608,63425,0.1357193535672053606621994481671265273946
803658,1929,1,"State-Chartered","NM","FDIC","FARMERS STATE BANK OF TRIMONT","MN",0,0,8881,60749,62208,0,0,170,0.1452,"Minnesota",8711,60579,0.1437957047821852457122105019891381501841
726458,5221,1,"National Charter","N","OCC","FIRST NATIONAL BANK OF OSAKIS, THE","MN",6837,0,8118,62230,62037,0,0,0,0.127,"Minnesota",8118,62230,0.1304515506990197653864695484493009802346
24659,10178,1,"State-Chartered","NM","FDIC","PRODUCE STATE BANK","MN",0,0,5288,59100,61305,0,0,0,0.0895,"Minnesota",5288,59100,0.0894754653130287648054145516074450084602
865852,10174,1,"State-Chartered","NM","FDIC","FARMERS STATE BANK OF UNDERWOOD","MN",0,0,5424,60623,61056,0,0,0,0.0891,"Minnesota",5424,60623,0.0894709928574963297758276561701004569223
909756,10971,1,"State-Chartered","NM","FDIC","PRIME SECURITY BANK","MN",0,0,5172,57982,60841,0,0,0,0.0892,"Minnesota",5172,57982,0.0892000965816977682729122831223483149943
107758,10993,1,"State-Chartered","NM","FDIC","BONANZA VALLEY STATE BANK","MN",0,0,5505,60259,60609,0,0,0,0.089,"Minnesota",5505,60259,0.0913556481189531854162863638626595197398
984454,15597,1,"State-Chartered","NM","FDIC","SECURITY STATE BANK OF KENYON","MN",0,0,5831,56962,60273,0,0,0,0.1024,"Minnesota",5831,56962,0.1023664899406621958498648221621431831747
109154,9728,1,"State-Chartered","NM","FDIC","FIRST SECURITY BANK","MN",0,0,5024,59026,59959,0,0,0,0.0862,"Minnesota",5024,59026,0.0851150340527902958018500321892047572256
77150,15621,1,"State-Chartered","NM","FDIC","FIRST FARMERS & MERCHANTS STATE BANK OF GRAND MEADOW","MN",0,0,5786,57927,59742,0,0,0,0.0991,"Minnesota",5786,57927,0.0998843371830061974554180261363440191966
1017555,8535,1,"State-Chartered","NM","FDIC","FIRST COMMUNITY BANK","MN",0,0,5390,59463,59732,0,0,0,0.0892,"Minnesota",5390,59463,0.090644602525940500815633250929149218842
2391588,34171,1,"National Charter","N","OCC","OLMSTED NATIONAL BANK","MN",22997,0,6823,58601,59098,0,561,0,0.1074,"Minnesota",6262,58040,0.1078911095796002756719503790489317711923
43856,5141,1,"National Charter","N","OCC","MINERS NATIONAL BANK OF EVELETH, THE","MN",6991,0,5158,58986,59094,0,0,175,0.0864,"Minnesota",4983,58811,0.0847290472870721463671762085324174049072
774253,19589,1,"State-Chartered","NM","FDIC","NORTHERN STATE BANK OF VIRGINIA","MN",0,0,4602,59791,59000,0,0,0,0.0771,"Minnesota",4602,59791,0.0769681055677275844190597247077319328996
308256,8848,1,"State-Chartered","NM","FDIC","CENBANK","MN",0,0,4963,58096,58455,0,0,0,0.0874,"Minnesota",4963,58096,0.0854275681630404847149545579730101900303
270353,1391,1,"State-Chartered","NM","FDIC","ARLINGTON STATE BANK","MN",0,0,5769,58338,58294,0,0,0,0.099,"Minnesota",5769,58338,0.0988892317186053687133600740512187596421
897451,15578,1,"State-Chartered","NM","FDIC","INTEGRITY BANK PLUS","MN",0,0,6499,59561,58168,0,446,0,0.1031,"Minnesota",6053,59115,0.1023936395161972426626067833883109193944
3357077,58063,1,"State-Chartered","NM","FDIC","VISIONBANK","MN",0,0,6509,55495,57140,0,0,0,0.1173,"Minnesota",6509,55495,0.1172898459320659518875574376069916208667
916259,8190,1,"State-Chartered","NM","FDIC","STATE BANK OF LISMORE","MN",0,0,5243,52472,56846,0,0,0,0.0999,"Minnesota",5243,52472,0.0999199573105656350053361792956243329776
774655,5268,1,"National Charter","N","OCC","FIRST NATIONAL BANK IN WADENA, THE","MN",12507,0,5221,57598,56674,96,0,23,0.0908,"Minnesota",5102,57479,0.0887628525200508011621635727831033942831
116358,12444,1,"State-Chartered","NM","FDIC","STATE BANK OF COLD SPRING","MN",0,0,5075,56152,55986,0,0,0,0.0913,"Minnesota",5075,56152,0.0903796837156290069810514318278957116398
3139321,57468,1,"State-Chartered","NM","FDIC","COMMUNITY BANK OWATONNA","MN",0,0,5147,53975,55141,0,0,270,0.0957,"Minnesota",4877,53705,0.0908109114607578437761847127827948980542
273653,9727,1,"State-Chartered","NM","FDIC","CONCORDE BANK","MN",0,0,4959,54498,54966,0,0,0,0.091,"Minnesota",4959,54498,0.0909941649234834305846086094902565231752
884657,11411,1,"State-Chartered","NM","FDIC","RUSHFORD STATE BANK (INCORPORATED)","MN",0,0,4104,54438,53840,0,0,0,0.0756,"Minnesota",4104,54438,0.0753885153752893199603218340130056210735
280558,5115,1,"National Charter","N","OCC","FIRST NATIONAL BANK OF COKATO, THE","MN",12395,0,3921,51642,53714,0,0,0,0.0758,"Minnesota",3921,51642,0.0759265713953758568606947833159056581852
205458,16906,1,"State-Chartered","NM","FDIC","STATE BANK OF TAUNTON","MN",0,0,4447,52999,52107,0,0,0,0.0846,"Minnesota",4447,52999,0.0839072435328968471103228362799298099964
310754,16635,1,"State-Chartered","NM","FDIC","EQUITY BANK","MN",0,0,6621,49881,50687,0,487,0,0.1242,"Minnesota",6134,49394,0.1241851236992347248653682633518241081913
804150,9747,1,"State-Chartered","NM","FDIC","VERGAS STATE BANK","MN",0,0,6882,50376,50416,0,0,0,0.1365,"Minnesota",6882,50376,0.1366126727012863268222963315864697474988
403357,10559,1,"State-Chartered","NM","FDIC","FIRST STATE BANK OF CLEARBROOK","MN",0,0,4106,49900,49176,0,0,0,0.0822,"Minnesota",4106,49900,0.0822845691382765531062124248496993987976
283157,1401,1,"State-Chartered","NM","FDIC","STATE BANK OF DANVERS","MN",0,0,5795,51670,48796,0,0,0,0.1122,"Minnesota",5795,51670,0.1121540545771240565124830656086704083608
943853,26519,1,"State-Chartered","NM","FDIC","FROST STATE BANK","MN",0,0,5234,46565,48413,0,0,0,0.1123,"Minnesota",5234,46565,0.1124020186835606141952109953827982390207
272058,17062,1,"State-Chartered","NM","FDIC","STATE BANK OF BELLINGHAM","MN",0,0,4402,46884,48349,0,0,291,0.0939,"Minnesota",4111,46593,0.0882321378747880582920181143090163758504
330453,10173,1,"State-Chartered","NM","FDIC","ALTURA STATE BANK","MN",0,0,7600,48214,48330,0,0,0,0.1575,"Minnesota",7600,48214,0.1576305637366739951051561787032812046294
777254,8865,1,"State-Chartered","NM","FDIC","FARMERS STATE BANK OF WEST CONCORD","MN",0,0,5015,48129,47871,0,0,0,0.1049,"Minnesota",5015,48129,0.1041991315007583785243823889962392736188
21359,22263,1,"State-Chartered","SM","FED","AMERICAN STATE BANK OF GRYGLA","MN",0,0,5353,48729,47374,323,0,0,0.105,"Minnesota",5030,48406,0.1039127380903193818948064289550882122051
3151417,57581,1,"State-Chartered","NM","FDIC","MAPLE BANK","MN",0,0,6727,45955,47072,0,0,1598,0.1256,"Minnesota",5129,44357,0.1156300020289920418423247739928308947855
343257,10208,1,"State-Chartered","NM","FDIC","UNITED SOUTHWEST BANK","MN",0,0,3969,45187,46829,0,0,0,0.0817,"Minnesota",3969,45187,0.0878349967911124881049859472857237701109
2610784,34644,1,"State-Chartered","NM","FDIC","KEY COMMUNITY BANK","MN",0,0,4343,46937,46495,0,0,0,0.0925,"Minnesota",4343,46937,0.0925282825915588980974497731001129173147
293352,8822,1,"State-Chartered","NM","FDIC","ADRIAN STATE BANK","MN",0,0,4083,43909,46206,0,0,0,0.0906,"Minnesota",4083,43909,0.0929877701610148261176524174998291921929
840354,5278,1,"State-Chartered","NM","FDIC","FIRST FINANCIAL BANK IN WINNEBAGO","MN",0,0,6815,44259,46133,0,0,0,0.1503,"Minnesota",6815,44259,0.1539799814726948191328317404369732709731
269759,8845,1,"State-Chartered","NM","FDIC","FARMERS AND MERCHANTS STATE BANK OF APPLETON","MN",0,0,6219,45221,45691,0,0,0,0.1375,"Minnesota",6219,45221,0.1375246014020034939519249906017115941708
112556,8858,1,"State-Chartered","NM","FDIC","STATE BANK OF CHANDLER","MN",0,0,5128,43674,44546,0,0,0,0.1151,"Minnesota",5128,43674,0.1174153958877135137610477629711040893896
457,10202,1,"State-Chartered","NM","FDIC","LOWRY STATE BANK","MN",0,0,4530,45245,44056,0,0,0,0.1001,"Minnesota",4530,45245,0.1001215603934136368659520388993258923638
876157,14574,1,"State-Chartered","NM","FDIC","ODIN STATE BANK","MN",0,0,4680,42321,43556,0,0,0,0.1095,"Minnesota",4680,42321,0.1105833983128943077904586375558233501099
3470239,58303,0,"National Charter","N","OCC","AMERIPRISE NATIONAL TRUST BANK","MN",25057,0,39252,41549,42994,0,0,12239,0.9357,"Minnesota",27013,29310,0.9216308427157966564312521323780279767997
918356,18719,1,"State-Chartered","NM","FDIC","GRAND TIMBER BANK","MN",0,0,6733,43013,42815,0,0,0,0.1568,"Minnesota",6733,43013,0.1565340710947852974682072861692976541976
286457,8851,1,"State-Chartered","NM","FDIC","PARK STATE BANK","MN",0,0,6550,41148,42319,683,0,0,0.1536,"Minnesota",5867,40465,0.1449894970962560237242061040405288520944
899156,8864,1,"State-Chartered","NM","FDIC","FARMERS STATE BANK OF WATKINS","MN",0,0,5390,41508,42047,0,0,0,0.127,"Minnesota",5390,41508,0.1298544858822395682759949889177989785102
344852,1413,1,"State-Chartered","NM","FDIC","PERENNIAL BANK","MN",0,0,3548,40816,41301,0,0,0,0.0901,"Minnesota",3548,40816,0.0869266954135633085064680517444139553116
1001451,1918,1,"State-Chartered","NM","FDIC","CITIZENS STATE BANK OF GLENVILLE","MN",0,0,4447,39854,40215,0,0,0,0.1116,"Minnesota",4447,39854,0.1115822753048627490339740051186831936568
13251,10185,1,"State-Chartered","NM","FDIC","ELYSIAN BANK","MN",0,0,4519,39505,40172,0,0,0,0.1143,"Minnesota",4519,39505,0.1143905834704467788887482597139602581952
